id,location_lat,location_lon,city_name_ar,city_name_en,region_name_ar,region_name_en,availability,available_units_count,available_units_for_auctions_count,basement,bookable,delegated_by_broker,developer_name,driver_room,elevator,maid_room,max_area,max_bathroom,max_bed_room,max_price,max_street_width,max_unit_age,min_area,min_bathroom,min_bed_room,min_price,min_street_width,min_unit_age,pool,project_name,project_type,publish,publish_date,under_construction_status,unit_types_0,use_register_interest_flag,views_count
project_190,19.83465,41.703233,بلجرشي,BILJURASHI,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,680.562,0,1,0.0,0,0,475.5,0,1,0.0,0,0,0,مخطط روابي الحميد - بلجرشي,lands_moh_land,1,2022-01-20,no entry,land,0,208598
project_186,27.390814,41.195344,موقق,MAWQAQ,حائل,Ha'il,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,539.73,0,1,0.0,0,0,352.34,0,1,0.0,0,0,0,مخطط التلال - موقق,lands_moh_land,1,2022-01-20,no entry,land,0,7976
project_192,20.3054,41.58563,العقيق,AL AQIQ,الباحة,Bahah,1,7,0,0,0,0,لا يوجد مدخل,0,0,0,545.44,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط جوهرة العقيق - العقيق,lands_moh_land,1,2022-01-20,no entry,land,0,90761
project_195,17.842279,44.303663,حبونا,HUBUNA,نجران,Najran,1,17,0,0,1,0,لا يوجد مدخل,0,0,0,526.483,0,1,0.0,0,0,480.566,0,1,0.0,0,0,0,مخطط درة العزيزية - حبونا,lands_moh_land,1,2022-01-20,no entry,land,0,38152
project_1024,21.774472,39.181277,جدة,JEDDAH,مكة المكرمة,Makkah,1,41,0,0,1,0,عبدالرحمن الراشد وأولاده,0,0,0,332.84,0,5,1467216.0,0,0,212.5,0,5,956836.0,0,0,0,جاردن فيو - جدة,offplan_moh_land,1,2022-07-03,under_construction,townhouse,0,68815
project_203,18.706029,42.068267,محايل,MUHAYIL,عسير,'Asir,1,35,0,0,0,0,لا يوجد مدخل,0,0,0,556.90314082345,0,1,0.0,0,0,466.950289352773,0,1,0.0,0,0,0,مخطط درة سحبان - محايل عسير,lands_moh_land,1,2022-01-20,no entry,land,0,333327
project_202,31.649161,38.686154,طريف,TURAIF,الحدود الشمالية,Northern Borders,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,527.5,0,1,0.0,0,0,499.9988,0,1,0.0,0,0,0,مخطط واحة طريف ١ - طريف,lands_moh_land,1,2022-01-20,no entry,land,0,12486
project_211,25.897574,43.542005,الرس,AR RASS,القصيم,Qassim,1,1,1,0,0,0,لا يوجد مدخل,0,0,0,1111.294443,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط منازل الرس - الرس,lands_moh_land,1,2022-01-20,no entry,land,0,808840
project_209,19.905997,41.162563,قلوة,QILWAH,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,569.620996240996,0,1,0.0,0,0,450.00045142102,0,1,0.0,0,0,0,مخطط إطلالة الوادي - قلوة,lands_moh_land,1,2022-01-20,no entry,land,0,9625
project_212,25.95005,43.723738,البدائع,AL BADAI',القصيم,Qassim,1,5,0,0,0,0,لا يوجد مدخل,0,0,0,604.88,0,1,0.0,0,0,454.09,0,1,0.0,0,0,0,مخطط  ربيع البدائع - البدائع,lands_moh_land,1,2022-01-20,no entry,land,0,3590784
project_207,21.338748,39.264257,جدة,JEDDAH,مكة المكرمة,Makkah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,450.0,0,1,0.0,0,0,450.0,0,1,0.0,0,0,0,مخطط روضة التعاون - الخمرة,lands_moh_land,1,2022-01-20,no entry,land,0,187354
project_206,19.389449,41.850462,العرضية الجنوبية,AL 'ARDIA AL JANUBIA,مكة المكرمة,Makkah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,500.0,0,1,0.0,0,0,500.0,0,1,0.0,0,0,0,مخطط واحة العرضية - العرضيات,lands_moh_land,1,2022-01-20,no entry,land,0,282812
project_205,19.706958,42.039368,عفراء,'AFRA',عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,1001.8106493379,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط شرفات الوادي - بلقرن,lands_moh_land,1,2022-01-20,no entry,land,0,167526
project_219,25.107644,46.186212,حريملاء,HURAYMILA,الرياض,Riyadh,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,558.0,0,1,0.0,0,0,487.5,0,1,0.0,0,0,0,مخطط شرفات - حريملاء,lands_moh_land,1,2022-01-20,no entry,land,0,84464
project_216,18.358569,42.526731,ابها,ABHA,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,569.976479147407,0,1,0.0,0,0,454.866274251684,0,1,0.0,0,0,0,مخطط نسيم أبها - أبها,lands_moh_land,1,2022-01-20,no entry,land,0,584139
project_1027,24.566289,46.676295,الرياض,AR RIYADH,الرياض,Riyadh,1,108,0,0,1,0,بن جارالله,0,0,0,362.036,0,4,1471409.0,0,0,249.594,0,4,973253.0,0,0,0,أزيان نمار - الرياض,offplan_moh_land,1,2022-07-03,under_construction,villa,0,45195
project_220,31.293095,37.342182,القريات,AL QURAYYAT,الجوف,Jawf,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,538.48,0,1,0.0,0,0,438.04,0,1,0.0,0,0,0,مخطط النخيل - القريات,lands_moh_land,1,2022-01-20,no entry,land,0,8466
project_214,23.512205,46.89964,حوطة بني تميم,HAWTAT BANI TAMIM,الرياض,Riyadh,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,1365.0,0,1,0.0,0,0,622.03,0,1,0.0,0,0,0,مخطط منازل الحوطة - حوطة بني تميم,lands_moh_land,1,2022-01-20,no entry,land,0,4323
project_217,26.511051,42.114135,سميراء,SIMIRA',حائل,Ha'il,1,1,0,0,1,0,لا يوجد مدخل,0,0,0,597.924,0,1,0.0,0,0,476.619,0,1,0.0,0,0,0,مخطط الازدهار - سميراء,lands_moh_land,1,2022-01-20,no entry,land,0,9524
project_225,19.1067,41.857862,المجاردة,AL MAJARDAH,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,550.0,0,1,0.0,0,0,497.5,0,1,0.0,0,0,0,مخطط العبير - عسير,lands_moh_land,1,2022-01-20,no entry,land,0,173686
project_228,23.607434,46.490155,الحريق (الحريق),AL HARIQ,الرياض,Riyadh,1,4,4,0,0,0,لا يوجد مدخل,0,0,0,519.88,0,1,0.0,0,0,479.33,0,1,0.0,0,0,0,مخطط منازل الزهور - الحريق,lands_moh_land,1,2022-01-20,no entry,land,0,10617
project_238,26.177791,43.612227,البكيرية,AL BUKAYRIYAH,القصيم,Qassim,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,750.0,0,1,0.0,0,0,575.5,0,1,0.0,0,0,0,مخطط إسكان البكيرية - البكيرية,lands_moh_land,1,2022-01-20,no entry,land,0,12166
project_236,18.025902,43.152436,سراة عبيدة,SARAT ABIDAH,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,580.722927714819,0,1,0.0,0,0,472.375871797447,0,1,0.0,0,0,0,مخطط الروابي - سراة عبيدة,lands_moh_land,1,2022-01-20,no entry,land,0,131841
project_237,24.469556,39.807306,المدينة المنورة,AL MADINAH AL MUNAWWARAH,المدينة المنورة,Madinah,1,2,0,0,0,0,لا يوجد مدخل,0,0,0,550.0,0,1,0.0,0,0,500.0,0,1,0.0,0,0,0,مخطط الشروق -  المدينة المنورة,lands_moh_land,1,2022-01-20,no entry,land,0,10888216
project_374,18.343258,42.519739,ابها,ABHA,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,752.991499582852,0,1,0.0,0,0,393.055892156418,0,1,0.0,0,0,0,مخطط روابي أبها - أبها,lands_moh_land,1,2022-01-20,no entry,land,0,1054049
project_241,26.134406,44.05993,عنيزة,UNAYZAH,القصيم,Qassim,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,714.45,0,1,0.0,0,0,450.0,0,1,0.0,0,0,0,مخطط آفاق الصفا - عنيزة,lands_moh_land,1,2022-01-20,no entry,land,0,1387225
